,INSERT_DATETIME,URI,TOPIC,TOPIC_URI,TITLE,BODY,URL,RELEVANCE_CLASS,BODY_SUMMARY
1090,2023-09-12 04:02:07.878,7441294952,strike,3c6e51c0-87a5-4343-9fd9-76b1edd597cf,"Junior doctors' strike will have unprecedented impact on NHS, says top medic","Walkout will cause even more disruption than recent action by nurses, ambulance staff and physiotherapists Next week's strike by junior doctors will lead to unprecedented major disruption of the NHS and affect thousands of patients' care, the service's top doctor warned on Saturday. Many hospitals in England have already postponed outpatient appointments or non-urgent operations ahead of the stoppage on Monday, Tuesday and Wednesday. The walkout by 61,000 junior doctors will have a bigger impact than any of the strikes held since December by nurses, ambulance staff and physiotherapists, NHS England said. The action is expected to see some of the most severe strike disruption of NHS services to date and have a huge impact on the drive to reduce waiting lists for elective care, it said. The British Medical Association (BMA), the doctors' union, has designed this first of a threatened series of strikes by junior doctors over pay to be as impactful as possible, as a warning shot to ministers. It is seeking full pay restoration of the 26.2 fall in the real-terms value of trainee doctors' pay it calculates they have experienced since 200809. Newly qualified doctors start their careers in the NHS earning just 14 an hour, the co-chairs of the BMA's junior doctors committee told Rishi Sunak in a letter last Wednesday. Campaigning junior doctors have been highlighting on social media that some baristas earn the same or more. On Friday night Steve Barclay said he has written to junior doctors in the BMA inviting them to enter into pay talks after negotiations with other health unions. The health secretary tweeted that he had contacted the trade union asking it to enter into formal discussions about pay, urging it to call off planned strikes. I have written to BMAJuniorDocs inviting them for formal pay talks on the same basis other health unions accepted, including calling off next week's strike, he said. Let us have a constructive dialogue to make the NHS a better place to work and ensure we deliver the care patients need. The union responded that Barclay had not attended pay talks on Friday. Prof Sir Stephen Powis, NHS England's medical director, said the service had been working very hard to try to mitigate the impact of the 72-hour walkout. But, he added: While we are doing what we can to avoid having to reschedule appointments, there is no doubt that disruption will be much more severe than before and patients who have been waiting for some time will face postponements across many treatment areas. During the strike, hospitals will use consultants to ensure that they continue to provide services involving potentially life-or-death care - such as AE, critical care, maternity services and long waits for operations, including cancer surgery - as close to normally as possible. Meanwhile, NHS bosses have warned Jeremy Hunt, the chancellor, that it will remain stuck in perpetual crisis management unless he agrees to fund a massive expansion of homegrown doctors and nurses. The NHS Confederation, which represents health service trusts, has written to Hunt asking him to rebut reports this week that the Treasury is seeking to water down targets in the forthcoming and long-awaited NHS workforce strategy. The plan had aimed to train much larger numbers of health professionals to tackle the massive staff shortage facing the service, which has 124,000 vacancies. As the chair of the Commons health select committee last year, Hunt - who was health secretary for six years - argued strongly for the Treasury to commit to publishing regular independent assessments of the number of staff the NHS needs and to expand training places to provide more recruits. One senior NHS source said that, now he is chancellor, Hunt is arguing that the government should not agree to such commitments, which would cost billions of pounds a year to fulfil. He seems to think that any financial headroom he has should be used to pave the way for the Conservatives to offer tax cuts before the next election, and not to train more doctors, nurses and other NHS staff, which is different to what he said before, said the official. The confederation warns Hunt in its letter, which it has shared with the Guardian, that a failure to agree to binding targets for increased numbers of health professionals will see the NHS continue to be understaffed, with all of the implications that brings for patient care, waiting times, the efficiency of services and for staff morale.",https://www.theguardian.com/uk-news/2023/mar/11/junior-doctors-strike-will-have-unprecedented-impact-on-nhs-says-top-medic,0,"Walkout will cause even more disruption than recent action by nurses, ambulance staff and physiotherapists. Many hospitals in England have already postponed outpatient appointments or non-urgent operations ahead of the stoppage on Monday, Tuesday and Wednesday. The walkout by 61,000 junior doctors will have a bigger impact than any of the strikes held since December. The action is expected to see some of the most severe strike disruption of NHS services to date and have a huge impact on the drive to reduce waiting lists for elective care."
692,2023-09-12 04:02:52.967,7471772060,weather_generalnews,d6c26322-c693-4647-b047-9722210833b2,Nine Flights Diverted To Jaipur Amid Heavy Rains In Delhi,"Light rain and thunderstorm lashed the national capital in the evening under the influence of a western disturbance affecting northwest India. A total of nine flights were diverted from the Delhi to Jaipur. (Representational) As many as nine flights were diverted from the Delhi airport to Jaipur on Wednesday evening due to bad weather in the national capital. Light rain and thunderstorm lashed the national capital in the evening under the influence of a western disturbance affecting northwest India. There were also winds gusting up to 40 kilometres per hour. A total of nine flights were diverted from the Indira Gandhi International Airport (IGIA) to Jaipur on account of bad weather in the evening, according to an airport official. PromotedListen to the latest songs, only on JioSaavn.com Earlier, the IMD predicted a spell of rain and cloudy weather starting Wednesday night under the influence of the fresh western disturbance. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",https://www.ndtv.com/india-news/nine-flights-diverted-to-jaipur-amid-heavy-rains-in-delhi-3904430,1,"A total of nine flights were diverted from the Delhi to Jaipur. Light rain and thunderstorm lashed the national capital in the evening. There were also winds gusting up to 40 kilometres per hour. Earlier, the IMD predicted a spell of rain and cloudy weather starting Wednesday night under the influence of the fresh western disturbance. The weather is expected to improve later in the day and into the night, IMD said. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details."
398,2023-09-12 04:02:52.967,7491902646,marine,d4dfd2e7-86fc-4098-975e-32dcf4eea142,UN-chartered vessel sets sail to unload oil from Yemen's decaying supertanker,"A crude tanker chartered by the UN has departed from the Chinese port city Zhoushan to assist in unloading crude oil from a floating supertanker off the coast of Yemen, the UN Development Programme (UNDP) said in a statement. The vessel Nautica, which is expected to arrive in Yemen in early May, was purchased by the UNDP from Belgian shipping company Euronav in March to remove more than a million barrels of oil from the deteriorating Floating Storage and Offloading (FSO) Safer vessel. An employee of Euronav confirmed to Xinhua on Thursday that Nautica left the drydock in Zhoushan on Wednesday after receiving maintenance and necessary modifications over the past weeks. The FSO Safer, anchored off the coast of Yemen's Red Sea port of Hodeidah, has not been maintained since 2015 due to the conflict in Yemen, Xinhua news agency reported. The decaying and dilapidated supertanker has been referred to as a floating time-bomb that poses a risk of explosion or oil spill, potentially four times as disastrous as the 1989 Exxon (NYSE:XOM) Valdez incident in the Red Sea, according to the UN's repeated warnings. The UNDP statement warned that a major spill would devastate fishing communities along Yemen's Red Sea coast, resulting in the loss of 2,00,000 livelihoods overnight, with fish stocks taking 25 years to recover. It would also lead to the closure of the essential ports of Hodeidah and Saleef, which are crucial for bringing food, fuel, and life-saving supplies into Yemen where 17 million people are in need of food assistance, as stated by the UNDP. The departure of the Nautica, and its onward journey to the Red Sea, is a significant next step in the complex operation to take on the oil from the Safer, quoted UNDP Administrator Achim Steiner in the statement. The UN said it had received firm commitments for 95 million for the FSO Safer rescue plan, adding it still needs another 34 million to continue the project. Source: IANS",https://www.hellenicshippingnews.com/un-chartered-vessel-sets-sail-to-unload-oil-from-yemens-decaying-supertanker/,0,"A crude tanker chartered by the UN has departed from the Chinese port city Zhoushan to assist in unloading crude oil from a floating supertanker off the coast of Yemen. The vessel Nautica, which is expected to arrive in Yemen in early May, was purchased from Belgian shipping company Euronav in March to remove more than a million barrels of oil from the deteriorating Floating Storage and Offloading (FSO) Safer vessel. The FSO Safer has not been maintained since 2015 due to the conflict in Yemen, Xinhua news agency reported."
1457,2023-09-12 04:02:07.878,7428402800,strike,3c6e51c0-87a5-4343-9fd9-76b1edd597cf,Auckland CBD traffic at standstill as School Strike 4 Climate changes course,"Thousands of school students take to the streets in Wellington, calling for more action from the Government on climate change. Unplanned road closures in Auckland's CBD due to the climate change protest are creating rush hour traffic madness as people head home on Friday afternoon. Thousands of school students poured out of their classrooms to take to the streets across Aotearoa on Friday, demanding more action from the Government on climate change. The protest in Auckland began at 3pm, at Britomart Station, and was supposed to head along Queen St to Aotea Square. A reporter at the scene said plans changed as protesters decided to march along Fanshawe St towards Victoria Park to protest outside Fonterra and Air New Zealand offices.  E takat ana ng konga kia porot an i te panonitanga huarangi  School Strike 4 Climate: School students get ready to strike again over climate change  Auckland floods: Torrential overnight downpour closes roads, motorways Shortly before 5pm, Google traffic maps showed traffic building up towards the Harbour Bridge from the CBD. An Auckland Transport (AT) spokesperson on Thursday said the march would likely because significant disruption to traffic and public transport in the city from 3pm until 6pm. Traffic in the area was expected to be severely disrupted and motorists would not be able to access the State Highway 16 Port to north links as the two key eastwest corridors on Quay St and Customs St will be stationary. There will be a mix of one-way and full road closures as the march moves through sections of these roads including SH1, Fanshawe St and the southbound off-ramp. A spokesperson said people should expect extensive delays and avoid Fanshawe St and Customs St if possible. Waka Kotahi announced closures of the Fanshawe St southbound off-ramp, with detour at Cook St off-ramp. Shortly after 5pm, AT said the InnerLink service had returned to the normal route. Fanshawe remained blocked in both directions, and the North Shore and Wynward Quarter buses were still affected. On Friday morning on Twitter, AT asked people heading out of the city during afternoon peak travel to plan ahead.",https://www.stuff.co.nz/national/131400779/auckland-cbd-traffic-at-standstill-as-school-strike-4-climate-changes-course,0,"Thousands of school students pour out of their classrooms to take to the streets across Aotearoa on Friday. The protest in Auckland began at 3pm, at Britomart Station, and was supposed to head along Queen St to Aotea Square. Plans changed as protesters decided to march along Fanshawe St towards Victoria Park to protest outside Fonterra and Air New Zealand offices. Traffic in the area was expected to be severely disrupted and motorists would not be able to access the State Highway 16 Port to north links as the two key eastwest corridors on Quay St and Customs St will be stationary."
1007,2023-09-12 04:02:07.878,7445141067,air,f5e25ca7-4d7a-475e-89ab-7d45d5fa1365,Threat on United Airlines plane shuts down Vermont airport  MarketScreener,"SOUTH BURLINGTON, Vt. (AP) -- A threat aboard a United Airlines aircraft prompted a massive emergency response that shut down Vermont's international airport for about three hours before authorities determined the plane to be safe. The threat was made Sunday afternoon on a flight en route from Newark, New Jersey, to the Burlington International Airport, Burlington police said. After landing, the plane was taken to a separate area on the tarmac. Authorities searched the plane and its 65 passengers with bomb-sniffing dogs, one of the passengers, State Senate President Pro Tem Phil Baruth, told WCAX-TV. The passengers were able to deplane after sitting on the tarmac for almost two hours, Baruth said. Video from WCAX showed emergency personnel lining up the baggage on the ground in front of the aircraft before searching each piece. Baruth said the passengers were taken into a hangar. They isolated us with police at both ends and they do not know whether one of us could be a bad actor, so that does not feel great, he said. The airport was closed for about three hours and no incoming flights were canceled, said Burlington International Airport Director of Aviation Nicolas Longo. He said that by Monday, most passengers had been reunited with their luggage. He said the airplane's crew was able to rest overnight and depart on their regular schedule Monday morning. Longo would not discuss the details of the investigation. He said the FBI was in charge. Authorities did not release details on the nature of the threat, which MyNBC5 reported was found in a bathroom of the aircraft. The station said the pilot then notified air traffic control. Law enforcement authorities found no credible threat on the aircraft. What we have here is a safe group of people. We have a safe plane. We have a safe airport, said Jon Murad, acting chief of the Burlington Police Department. Longo said the airport staff had trained for emergencies and he was pleased by the response. I am just extremely proud ... how this all worked out, how it played out, and very thankful for the passengers and their patience, he said. Copyright 2023 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed without permission. , source Associated Press News",https://www.marketscreener.com//quote/stock/UNITED-AIRLINES-HOLDINGS-45899617/news/Threat-on-United-Airlines-plane-shuts-down-Vermont-airport-43227155/,1,"NEW: Most passengers reunited with their luggage, airport official says. Threat was made Sunday afternoon on a flight en route from Newark, New Jersey. After landing, the plane was taken to a separate area on the tarmac. Authorities searched the plane and its 65 passengers with bomb-sniffing dogs. airport was closed for about three hours and no incoming flights were canceled, director of aviation says. The FBI was in charge of the investigation, he says. official: Airport staff had trained for emergencies and he was pleased by the response."
1893,2023-09-12 04:02:07.878,7406303436,strike,3c6e51c0-87a5-4343-9fd9-76b1edd597cf,"German airport workers' strike grounds nearly 300,000 passengers, including politicians","A 24-hour strike at seven German airports, including Frankfurt and Munich, was set to affect nearly 300,000 passengers on Friday, as unionised workers pressed for higher wages and threatened a summer of chaos if their demands were not met. The strike coincided with the start of the Munich Security Conference, with more than 40 heads of state and 60 ministers expected to attend. In an early sign of the disruption, Romania's foreign minister, unable to board a cancelled flight, will be forced to fly to Austria and then make the more than four-hour drive to Munich, a Romanian embassy official said. It is the latest in a series of strikes and protests that have hit major European economies, including France, Britain and Spain, as higher food and energy prices knocked incomes and living standards following the pandemic and the war in Ukraine. About 295,000 passengers are affected by the cancellation of 2,340 flights at Bremen, Dortmund, Frankfurt, Hamburg, Hanover, Munich and Stuttgart airports, according to the ADV airports association. We really have not had such an escalation through strike action, ADV's Ralph Beisel told broadcaster Bayerischer Rundfunk. German trade union Verdi announced the strike on Wednesday after it said collective bargaining efforts for ground service staff, public sector officials and aviation security workers had made little progress. The union has pressed for a 10.5 per cent wage increase, or at least 500 euros a month. If nothing is done about pay now, we will all be in for another chaotic summer, Verdi deputy chair Christine Behle told Inforadio on Friday. It is about sending a really strong signal. Among the airlines affected, Lufthansa said it had been forced to cancel more than 1,300 flights and suspend operations at the hub airports Frankfurt and Munich on Friday. The carrier declined to give an estimate of the cost of the strike, but has on previous occasions said such action costs it 10 to 15 million euros (15.5 to 23.4 million) a day. The head of Verdi, Frank Werneke, told the Frankfurter Allgemeine Sonntagszeitung newspaper that strike action could expand to hospitals and garbage collection.",https://www.abc.net.au/news/2023-02-18/airport-workers-strike-germany-passengers-grounded-munich/101993030,1,"24-hour strike at seven German airports set to affect nearly 300,000 passengers. Unionised workers pressed for higher wages and threatened a summer of chaos. The strike coincided with the start of the Munich Security Conference. Romania's foreign minister, unable to board a cancelled flight, will be forced to fly to Austria and then make the more than four-hour drive to Munich. Lufthansa said it had been forced to cancel more than 1,300 flights and suspend operations at the hub airports Frankfurt and Munich."
660,2023-09-12 04:02:52.967,7474367527,weather_generalnews,d6c26322-c693-4647-b047-9722210833b2,Pakistan's female agriculture workers suffering since 2022 floods,"Dadu, Sindh, Pakistan - On a cloudy spring afternoon at Dital Khan Chandio village in Pakistan's Sindh province, a group of female agricultural workers are busy stitching traditional handicraft items outside their makeshift tents next to stagnant floodwaters. The village in Dadu district, about 380km (235 miles) from Pakistan's largest city Karachi, was one of the worst affected by last year's catastrophic floods, caused by melting glaciers and record monsoons - both induced by climate change. The floods affected 33 million people, destroyed 2.2 million homes and killed more than 1,700 people. For Haleema Aslam, the floodwaters brought distress and misery as they washed away her mature crops and livestock along with her dreams. Indebted to a local landlord for years, the 45-year-old lost her livelihood in the disaster. Before floods I worked in the agricultural fields from dawn to dusk to raise my five children and raise my livestock to make ends meet. Now there is no land for cultivation and all my livestock - over a dozen goats, four buffaloes and three cows - drowned, Aslam told Al Jazeera. Seven months after the deluge, Aslam still feels the trauma of the August night, followed by days of walking after she was compelled to leave her house. She is among 7.2 million female agricultural workers in Pakistan now exposed to extreme weather events, according to a 2018 report (PDF) by the United Nations. Living in the tents was difficult for me and my family. There were attacks of snakes and other reptiles, especially at night. So we moved back to our house after two months even though our house was submerged. But when we returned, it rained again and drowned our house, forcing us to migrate again, said Aslam. Women forced to stay in open-air tents for extended periods due to natural disasters have faced challenges related to privacy and societal norms, with Pakistan's Minister for Climate Change Sherry Rehman calling the unprecedented floods the worst humanitarian disaster of this decade. Despite donors pledging 9bn of flood aid to Pakistan, Aslam has not received a cent to rebuild her house. The International Labour Organization (ILO) says disruptions and job losses due to floods affected about 4.3 million workers in Pakistan. According to the ILO data, the percentage of female employment in the agriculture sector is 65 percent, making it the country's biggest employer which contributes 23 percent to the nation's gross domestic product (GDP). But women are often denied labour rights and protections, employed without written contracts, and mostly get lower wages than men. Moreover, with Pakistan being one of the most vulnerable countries to climate change, the agriculture sector remains particularly exposed to extreme weather conditions and their aftermath. Seema Chandio, 43, is another resident of Dital Khan Chandio village whose house and 15 acres (six hectares) of land owned by her family were submerged for three months. Water stood up to seven feet in our house - well above my height. It took nearly three months to recede and we lived like nomads, she told Al Jazeera. When Chandio returned to her village, her house had completely vanished. We had bought seeds, fertilisers and pesticides from the market. All our rice and cotton crops were destroyed, resulting in a huge loss. We purchased the seeds, fertilisers and pesticides again for the next wheat crop, but we were unable to sow on time due to the presence of water that had not receded until January, she said, as she worked on rebuilding her house. Since the floods, my family is under a debt of 300,000 rupees (1,060). This amount does not account for the potential profits that could have been earned from the two crop seasons we lost, she added. Although the floodwaters have receded in most of the affected areas, 1.8 million people still live near dirty and stagnant water, according to the United Nations Office for the Coordination of Humanitarian Affairs (OCHA), leading to a loss of agricultural livelihoods for women for two consecutive crop seasons. My family's bread and butter revolves around farming in which every member takes part. After losing the paddy crop completely, we could only cultivate wheat as water was still standing. It will hurt us the whole year as we would not be able to feed our family without any relief from the government, Chandio said. Labour and gender rights activists say last year's floods that destroyed two consecutive crops resulted in a significant amount of debt for peasants, including women. When monsoons arrived, the standing crops of cotton and rice were washed away. As water did not recede in subsequent months, the upcoming wheat season was also severely affected. The situation has led to losses instead of profits from these back-to-back crop losses. Consequently, women farmers who were unable to work on their farms for six months or more are now burdened with debts, Akram Khaskheli, a farmer, human rights activist and president of a charity group told Al Jazeera. Azra Ameer still lives in a tent. She lost most of her cattle in the floods, leaving her with no means of income to support her family. With her husband sick and bedridden, she faces an uncertain future and an uphill battle to rebuild her life. The flood-related trauma we have faced in multiple forms will haunt us for a lifetime. It has shattered our lives, the 30-year-old livestock worker told Al Jazeera. Experts say that while developed countries set up a loss and damage fund at the 2022 COP27 climate change conference, it does not account for the losses suffered by vulnerable countries such as Pakistan. Any climate fund needs to be proportional to the damage that has been caused by the biggest emitters, and it should be mandatory for the biggest polluters to pledge a portion of their annual budget towards paying reparations and there should be a mechanism to enforce these payments, Osama Malik, an environmental lawyer, told Al Jazeera. However, Malik added that in Pakistan, where financial transparency is dismal, there should also be a mechanism to ensure that money from the loss and damage fund should be utilised properly on flood victims such as female labourers and should not wasted inefficiently or embezzled. In the past, we have seen that whenever a disaster has struck Pakistan, whether in the form of earthquake, floods or even COVID-19 pandemic, much of the funds or aid that came from abroad were utilised by the military without much oversight, resulting in further weakening of civilian institutions. It is hoped that any climate reparation funds will not be utilised in a similar fashion, Malik said.",https://www.aljazeera.com/news/2023/3/31/pakistans-female-agriculture-workers-suffering-since-2022-floods,0,"Haleema Aslam is among 7.2 million female agricultural workers in Pakistan exposed to extreme weather events. Her village in Sindh province was one of the worst affected by last year's catastrophic floods. Floods were caused by melting glaciers and record monsoons - both induced by climate change. Pakistan's Minister for Climate Change Sherry Rehman called the unprecedented floods the worst humanitarian disa in the country's history, according to a 2018 report (PDF) by the United Nations."
198,2023-09-12 04:02:52.967,7497696307,weather_naturalevent,aaa6ce5a-8bb0-4f71-a446-4ea68bf40bcf,"Florida couple kidnapped and held for ransom in Haiti have been released, family says","Jean-Dickens and Abigail Toussaint were traveling to Leogan, about 27 miles west of Port-au-Prince, when they were kidnapped last month, relatives said. A Florida couple whose family said they were kidnapped and held for ransom in Haiti has been released, relatives said. Jean-Dickens Toussaint and his wife, Abigail Michael Toussaint, were released Thursday, nearly a month after they were kidnapped, family members told NBC Miami. The Toussaints hope to arrive back in Tamarac, a city in Broward County, by Saturday, according to the news station. The couple was in Haiti last month to visit sick relatives and was traveling to Leogan, about 27 miles west of Port-au-Prince, but never made it, the family previously told NBC Miami. They disappeared on March 18. Christie Desormes, their niece, told the station that a group ordered her aunt and uncle off a bus and held them captive. The family said that they paid more than 2,000 of a 6,000 ransom but the kidnappers changed the deal. Nikese Toussaint, Jean-Dickens' sister, told the news station that the kidnappers demanded 200,000 each for their release. Further details about the release were not available. Desormes and other family members could not immediately be reached on Friday. The State Department said last month that it was aware of reports that the couple was missing, but did not provide any details. The agency did not immediately respond to a request for comment.",https://www.nbcnews.com/news/us-news/florida-couple-kidnapped-held-ransom-haiti-released-family-says-rcna79786,0,"Jean-Dickens and Abigail Toussaint were traveling to Leogan, about 27 miles west of Port-au-Prince, when they were kidnapped last month. Family said they paid more than 2,000 of a 6,000 ransom but the kidnappers changed the deal. The State Department said last month that it was aware of reports that the couple was missing, but did not provide any details. The couple hope to arrive back in Tamarac, a city in Broward County, by Saturday."
160,2023-09-12 04:02:52.967,7499426950,weather_naturalevent,aaa6ce5a-8bb0-4f71-a446-4ea68bf40bcf,Search underway for 3 Americans who were to sail from Mexico more than a week ago,"SAN DIEGO -- A search is underway after three Americans who were to set sail for the United States from Mazatln, Mexico, and have not been seen or heard from in more than 10 days. Kerry O'Brien, Frank O'Brien, and William Gross reportedly left April 4, and intended to make a provisions stop in Cabo San Lucas, roughly 200 nautical miles across the Sea of Cortez, on April 6 before heading to San Diego, the YOU.S. Coast Guard said. However, there was no record of them arriving in Cabo San Lucas or a report in of their location, the Coast Guard said in a statement Friday. Gross' daughter, Melissa Spicuzza, said the O'Briens invited her father to sail with them and he jumped at the chance because he loves being on the water, according to NBC San Diego. She said her father lives on a boat on San Diego Bay. Each missing American, Spicuzza said, has decades of sailing experience, and the O'Briens have Coast Guard captain's licenses, required for voyages with paying passengers. I am just wanting my dad, my dad and the O'Briens, to roll back in and say, 'What is going on guys?' she told the station. The Mexican Navy was leading the search for the three, and the Coast Guard was helping, the YOU.S. military branch said. Searchers have contacted marinas in Baja, Mexico, but no one has reported seeing the trio's boat, a LaFitte model 44 sailing yacht, the Coast Guard said. Urgent marine broadcasts via VHF radio have so far turned up no reports of the sailors or the 44-foot vessel, the Ocean Bound, it said. The model was sold in the 1970s and 1980s by LaFitte Yachts Inc. of Newport Beach. The company said it was conceived by noted yacht designer Robert Perry as the ultimate cruising yacht hull, according to marketing material from the time. The National Weather Service reported that seas along the Baja coast Saturday included waves as high as 10 feet. Anyone with information on the trio's whereabouts or that of the vessel is asked to contact the Coast Guard.",https://www.nbcnews.com/news/us-news/search-underway-3-americans-sail-mexico-week-ago-rcna79905,0,"Three Americans were to set sail for the United States from Mazatln, Mexico. No record of them arriving in Cabo San Lucas or a report in of their location. Searchers have contacted marinas in Baja, Mexico, but no one has reported seeing the boat. Mexican Navy is leading the search for the three, and the Coast Guard is helping, the YOU.S. military branch says.. The National Weather Service reported that seas along the Baja coast Saturday included waves as high as 10 feet."
34,2023-09-12 04:09:07.586,7506671603,warehouse_fire,eb7688e0-0c9f-4e9a-a2b8-2ba000a8f11b,4 charred to death in blaze at firecracker godown in Gujarat  Ahmedabad News - Times of India,"ARVALLI: A massive fire at a firecracker warehouse near Modasa town in Gujarat's Aravalli district left four workers dead. The workers were burnt beyond recognition in the mishap. Arvalli Superintendent of Police, Sanjay Kharat, confirmed that the charred bodies of the workers were found at the site of the incident. A local fire department official said that they are currently working on extinguishing the fire. The incident was declared a major fire, and rescue operations are underway with support from the Gandhinagar and Himmatnagar municipal teams. The reason for the fire is not known yet, he said. A dense cloud of smoke spread in the nearby areas and forced the authorities to block the traffic on the road to avoid accidents. (With inputs from PTI)",https://timesofindia.indiatimes.com/city/ahmedabad/4-charred-to-death-in-blaze-at-firecracker-godown-in-gujarat/articleshow/99643478.cms,1,"A massive fire at a firecracker warehouse near Modasa town in Gujarat's Aravalli district left four workers dead. The workers were burnt beyond recognition in the mishap. A dense cloud of smoke spread in the nearby areas and forced the authorities to block the traffic on the road to avoid accidents. The reason for the fire is not known yet, a local fire department official said. The incident was declared a major fire, and rescue operations are underway with support from the Gandhinagar and Himmatnagar municipal teams."
1385,2023-09-12 04:02:07.878,7431846835,train,3b27edc7-6ce6-4216-bc47-5693f57b052e,Photos: Thousands protest in Athens after deadly train crash,"Clashes erupted briefly between police and a group of demonstrators in central Athens on Sunday on the fringes of a protest by thousands of students and railway workers over Greece's deadliest train crash in living memory. A small group of protesters hurled petrol bombs at police, who responded with tear gas and hand grenades, before dispersing to nearby streets. At least 57 people were killed and dozens were injured on Tuesday when a passenger train with more than 350 people on board collided with a freight train on the same track in central Greece. After protests over the past three days across the country, some 10,000 students, railway workers and groups affiliated with left-wing parties gathered in an Athens square on Sunday to express sympathy for the lives lost and to demand better safety standards on the rail network. That crime will not be forgotten, protesters shouted as they released black balloons into the sky. A placard read: Their policies cost human lives. The train, travelling from Athens to the northern city of Thessaloniki, was packed with university students returning after a long holiday weekend. The disaster has triggered an outpouring of anger, as well as a sharp focus on safety standards. Railway workers, who also lost colleagues in the accident, have staged rotating walkouts since Wednesday to denounce cost-cutting and underinvestment in the rail infrastructure, a legacy of Greece's debilitating debt crisis from 2010 to 2018. Prime Minister Kyriakos Mitsotakis's government has blamed human error for the crash. However, Mitsotakis said on Sunday that human error should not deflect from responsibilities for a long-suffering railway network. As prime minister, I owe everyone, but most of all the relatives of the victims, an apology, he wrote on Facebook. Justice will very fast investigate the tragedy and determine liabilities. A station master in the nearby city of Larissa who was on duty at the time of the crash was charged this week with endangering lives and disrupting public transport. The station master, who cannot be named under Greek law, appeared before a magistrate on Sunday after his lawyer requested extra time on Saturday to respond to the charges following new information concerning the case. Those proceedings were ongoing.",https://www.aljazeera.com/gallery/2023/3/5/photos-thousands-protest-in-athens-after-deadly-train-crash,0,"10,000 students, railway workers and groups affiliated with left-wing parties gathered in an Athens square on Sunday to express sympathy for the lives lost. A small group of protesters hurled petrol bombs at police, who responded with tear gas and hand grenades, before dispersing to nearby streets. At least 57 people were killed and dozens were injured on Tuesday when a passenger train with more than 350 people on board collided with a freight train on the same track in central Greece. Prime Minister Kyriakos Mitsotakis's government has blamed human error for the crash."
296,2023-09-12 04:02:52.967,7495693680,weather_naturalevent,aaa6ce5a-8bb0-4f71-a446-4ea68bf40bcf,Ex-Capitol Police officer sentenced after sending 'stupid and reckless' messages to January 6 rioter,"WASHINGTON -- A retired YOU.S. Capitol Police officer who told a January 6 rioter to take down his posts about storming the Capitol was sentenced to 120 days of home incarceration on Thursday. Michael Riley was found guilty in October of one of two counts of obstruction of justice. After the Capitol attack, he messaged January 6 rioter Jacob Hiles, a boat captain he knew from Facebook, telling Hiles he was a capitol police officer who agrees with your political stance and saying Hiles should Take down the part about being in the building they are correctly investigating and everyone who was in the building is going to be charged. Just looking out! Riley was convicted for deleting his messages with the rioter after he found out Hiles had been speaking with the FBI, but the jury did not reach a verdict on whether Riley's initial messages to Hiles were unlawful. In court on Thursday, Assistant YOU.S. Attorney Chris Howland said that Riley's actions were a fundamental betrayal of the defendant's oath and that Riley did not hold the line, like so many other officers had on January 6. If anyone should have known the gravity of what happened on January 6, it was the defendant, he said. Riley apologized in court on Thursday and said he lost a lot of friendships over his actions and that they had a severe impact on his family and on his own health. The burden is overwhelming, he said, adding that the actions of rioters on January 6 have no place in our society. Riley said what he did after the riot was stupid and reckless but said he never thought I was breaking the law. He said he is remorseful for his actions every day.",https://www.nbcnews.com/politics/justice-department/ex-capitol-police-officer-sentenced-sending-stupid-reckless-messages-j-rcna79421,0,"Michael Riley was found guilty in October of one of two counts of obstruction of justice. Riley messaged January 6 rioter Jacob Hiles, a boat captain he knew from Facebook. Jury did not reach a verdict on whether Riley's initial messages to Hiles were unlawful. Riley apologized in court on Thursday and said he lost a lot of friendships over his actions. and that they had a severe impact on his family and on his own health.. Assistant YOU.S. Attorney Chris Howland said that Riley's actions were a fundamental betrayal of the defendant's oath."
